what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044171947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044172041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044172415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044173305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044175801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044175941
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362044176284
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362044178188
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1362044181043
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1362044181417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044181433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044181573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044181729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044182634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044184553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044184880
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362044185224
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362044189701
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1362044195772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044195787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044196630
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362044196942
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362044198268
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1362044199594
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1362044200249
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1362044201091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044201107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044201341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044201513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044202215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044203806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044203946
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362044204289
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362044205553
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1362044207347
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1362044207706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044207737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044207909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044208205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044209063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044210108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362044210217
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362044210545
